"customer","purchase_amt","email","revenue","number_of_orders","number_of_orders2","recency_days","distance","weights","subclass","pred_purchase_amt"
14277,0,1,137.9,4,16,71,0.330915365821485,1,"1626",18.6533934283563
14278,0,1,109,4,16,397,0.308102437106774,1,"1627",12.5084067612562
14280,0,1,48,2,4,389,0.274370949028948,1,"1629",10.7852177348953
14281,0,0,0,1,1,413,0.25128341357726,1,"8087",7.72077409795457
14283,129,1,899.5,11,121,5,0.689405219261755,1,"1630",41.4116433177995
14285,0,0,167,6,36,91,0.353415004773992,1,"4747",17.1897309355123
14288,24.95,1,212.5,6,36,2,0.375281744937241,1,"1631",23.3193000192838
14289,0,0,188.4,9,81,20,0.380610886136349,1,"3054",22.0808095773818
14290,240.85,1,26,1,1,500,0.257152285515499,1,"1633",8.66845486665233
14291,0,0,520.5,14,196,126,0.540023055838345,1,"8551",29.8869073758395
14292,0,0,59,1,1,108,0.281369544157613,1,"3049",11.8285970878359
14293,0,1,112,3,9,40,0.315927512029789,1,"1634",18.0185927577524
14294,0,0,329,6,36,233,0.414739368348103,1,"6378",15.993646646051
14295,0,0,383.45,8,64,544,0.436737042892991,1,"2184",12.7700928791693
14297,0,0,77.5,2,4,385,0.284898425212523,1,"1244",8.98031646238086
14298,0,1,118.9,6,36,332,0.325542481471753,1,"1635",15.2663140765226
14300,0,1,48,2,4,412,0.273607368413852,1,"1638",10.4783384573567
14302,0,0,151,5,25,19,0.343999255886071,1,"887",17.5091076415365
14303,0,0,79,4,16,143,0.305957597984327,1,"379",13.7243797509554
14305,0,1,107.5,3,9,302,0.304883592621753,1,"1639",13.218009311363
14306,0,0,199,1,1,687,0.312289301775783,1,"1262",6.08952470810642
14307,0,1,112,3,9,20,0.316649345268592,1,"1640",18.4324521878995
14309,0,0,90.5,3,9,388,0.295621237063336,1,"5864",9.60710047049956
14310,0,1,49,1,1,20,0.280802924035804,1,"1642",15.8799804767617
14311,0,0,311.75,8,64,376,0.412949166481564,1,"8007",14.9702047640423
14312,0,0,151.35,7,49,528,0.336190034617945,1,"8693",10.6704307610027
14313,0,0,419,3,9,55,0.440759328504423,1,"6672",17.4800955057977
14314,0,0,139.95,5,25,648,0.316516154330748,1,"6112",8.02935141871006
14315,0,0,390.5,19,361,151,0.49426102592709,1,"8327",34.1094150378925
14316,0,0,544.6,19,361,227,0.55820865640258,1,"8759",34.1018425612222
14317,0,0,258,1,1,667,0.335613601774554,1,"3792",6.51090332922383
14319,0,0,173,5,25,125,0.348705678567267,1,"5101",15.6833051861066
14320,0,1,331.5,17,289,384,0.455125827476199,1,"1644",28.2493399501835
14321,0,0,110,4,16,407,0.30811951720793,1,"8653",10.1004097443419
14323,0,1,851,14,196,25,0.680347586128045,1,"1645",45.1384512213034
14324,0,1,146.8,5,25,177,0.336431280200384,1,"1646",17.5587732895447
14325,0,1,170,6,36,26,0.357101688605942,1,"1647",22.2114860783095
14327,89,1,225,4,16,530,0.347894419148853,1,"1648",11.3927936275394
14328,0,1,186.95,5,25,287,0.348106912221754,1,"1649",15.8195090644745
14331,0,0,70,2,4,306,0.284912010889188,1,"3103",9.88975410550293
14333,0,0,39.5,2,4,393,0.271288938978996,1,"2216",8.67532166620367
14336,0,1,220.95,7,49,36,0.383086445530505,1,"1651",23.7721717994947
14337,0,1,159,1,1,670,0.298057520671489,1,"1652",7.55603885037136
14338,0,1,568.2,19,361,486,0.5577282533597,1,"1653",31.3342899380393
14339,0,0,24,1,1,661,0.251394004002375,1,"1902",5.60507383331461
14340,0,1,443,9,81,579,0.466318275767297,1,"1654",16.2690627567692
14341,0,1,69,1,1,662,0.266461802640734,1,"1655",7.19968375684357
14342,0,0,38,1,1,673,0.255649104764359,1,"8509",5.56536918004809
14346,0,0,275.95,5,25,512,0.375368641494662,1,"4724",10.4248389860395
14347,0,1,234,3,9,364,0.35132141484501,1,"1656",13.2212564140081
14348,0,0,314.5,6,36,61,0.41555140848999,1,"127",19.3120032438174
14349,0,1,59,1,1,46,0.283466575513198,1,"1657",15.4932528817911
14351,0,0,311,4,16,511,0.383501158247241,1,"2656",10.0345656974146
14352,0,0,117.7,6,36,646,0.313690776421632,1,"1039",8.45153732036012
14353,0,0,151.95,4,16,413,0.323758557761727,1,"3289",10.2889134085087
14354,171,0,560.95,8,64,390,0.520426669155954,1,"1665",16.9891713505373
14356,0,0,440,16,256,25,0.51501550434872,1,"4664",34.7542271687937
14358,61.5,1,1759.6,39,1521,179,0.900184621227439,1,"1658",124.297484956927
14359,0,1,220,7,49,43,0.382417866404149,1,"1659",23.5821521482008
14360,77,1,235.95,5,25,297,0.367412347681379,1,"1660",16.0815628962577
14363,0,1,514,11,121,298,0.518531778064296,1,"1661",25.5956683866607
14364,0,0,226,2,4,685,0.329461873565789,1,"4603",6.65170479040675
14365,0,1,455,11,121,169,0.498123514325393,1,"1662",28.411647068964
14367,0,0,25,1,1,671,0.251409082695184,1,"4630",5.53147074860617
14368,0,0,717.5,15,225,28,0.630387655487411,1,"4006",37.8925059530845
14369,0,1,74.95,5,25,50,0.313519706765811,1,"1663",19.4787862371084
14370,0,0,338.8,12,144,557,0.435691566197215,1,"4707",15.2937154039826
14371,0,0,192.8,6,36,652,0.342411849813604,1,"4628",8.79820260151337
14372,0,1,438.05,22,484,32,0.52290158587918,1,"1665",51.1482663276563
14373,0,0,118,4,16,19,0.3251560393602,1,"8243",16.251166500154
14374,64,0,143.95,6,36,4,0.347542673731328,1,"54",18.7367752190594
14378,0,0,674,12,144,390,0.587951594521585,1,"8950",22.2654014241384
14380,0,0,469.8,11,121,647,0.484655699190983,1,"4971",14.0515938240853
14381,0,0,825.75,18,324,578,0.65933322655142,1,"8531",26.2704937640598
14384,0,0,268,4,16,642,0.360824191085819,1,"5410",8.24854362629413
14385,0,1,182.95,7,49,135,0.363673127764475,1,"1667",20.913271244347
14387,363,1,388,5,25,385,0.427497073533119,1,"1668",15.8354294610451
14389,0,0,253.95,4,16,636,0.355405469726644,1,"4232",8.23873556821885
14390,71,1,352,8,64,11,0.445105190549637,1,"1669",27.4691920692495
14391,0,1,251.35,6,36,419,0.374896422806994,1,"1670",14.8778943284823
14394,0,0,143.5,4,16,30,0.334609448134909,1,"978",16.2802363795618
14397,0,0,95.95,2,4,632,0.283077960639656,1,"3617",6.5537190082882
14398,0,0,146,3,9,245,0.32141082548762,1,"8754",11.8935294419974
14400,0,0,286,7,49,107,0.407444684865831,1,"2644",19.0470153315842
14401,0,0,281,6,36,76,0.400793295159163,1,"368",18.6394741429925
14403,0,0,332.1,13,169,116,0.454777965585933,1,"2866",26.1823455114174
14406,0,0,0,1,1,385,0.252163639946583,1,"444",8.01127061272023
14407,0,0,678.45,19,361,17,0.623178334008569,1,"6038",44.3681190655065
14410,0,0,89,1,1,61,0.293724910898241,1,"7837",12.7570075285164
14411,52.85,0,316,7,49,152,0.418343681061389,1,"8321",18.4074049969255
14412,0,0,668.7,17,289,519,0.595628769920671,1,"1134",24.6026315998812
14414,0,0,289.45,5,25,113,0.396744585911943,1,"5560",16.9957981658747
14415,0,0,58,2,4,279,0.281565759727843,1,"3645",10.1578550144265
14416,0,1,413.9,19,361,111,0.506161674246362,1,"1672",41.903123914853
14418,62.45,1,154,3,9,261,0.323885291930821,1,"1673",14.2699721043434
14419,96,1,114,3,9,63,0.315853939190363,1,"1674",17.571631496113
14421,0,0,314,4,16,403,0.389018083182824,1,"5632",11.5094557145486
14422,0,0,403,11,121,280,0.470787101109541,1,"982",20.6366737300666
14423,0,1,54,1,1,385,0.270388072282825,1,"1675",10.2230606971616
14424,241.95,1,438.6,14,196,11,0.509093360199662,1,"1676",37.8032802463427
14426,0,1,351,11,121,83,0.456346641198692,1,"1677",29.4474022209893
14427,0,1,282,7,49,50,0.408052461017462,1,"1678",24.1838704097381
14428,29,0,205,3,9,517,0.334145400522219,1,"6035",8.74919066306493
14429,0,1,160,3,9,392,0.321400664045748,1,"1679",12.2255187547529
14431,0,0,1023.85,23,529,290,0.745397779136624,1,"7695",47.1658767547389
14432,0,1,36,2,4,83,0.280400399821034,1,"1681",15.5151041688773
14433,65,0,252.5,4,16,104,0.375402488678908,1,"5256",15.8982645169363
14434,104.45,0,287.8,11,121,54,0.430266921543126,1,"2001",24.8005205635109
14436,0,1,411.35,15,225,114,0.496010111618362,1,"1682",35.2679021527184
14438,0,1,179,1,1,657,0.305888213244693,1,"1683",7.78802327262746
14439,0,0,239.5,7,49,417,0.375753841116386,1,"8279",12.9081114641504
14440,0,0,195.5,5,25,392,0.347524053364172,1,"988",11.5260888771278
14441,0,0,289,7,49,23,0.412104482200324,1,"3031",20.9503890114387
14443,28,1,262.9,7,49,151,0.395969678851583,1,"1684",21.4569158412391
14444,69.9,1,106,2,4,264,0.299380858281194,1,"1685",13.0293220484444
14445,64,1,187.45,5,25,621,0.335761483534984,1,"1686",10.5571076433877
14446,0,0,275,5,25,619,0.37080316332753,1,"7702",9.09104617156226
14447,46,0,288.5,7,49,16,0.412175648548326,1,"6696",21.1069749256315
14448,0,0,125.85,5,25,618,0.312279451522585,1,"1793",8.27598174346487
14449,0,1,96,2,4,403,0.290916357552532,1,"1687",10.9155271184597
14450,0,0,404,12,144,235,0.477294632447741,1,"2592",22.8097429689612
14451,0,1,219.5,7,49,50,0.381935517026616,1,"1688",23.3989001941786
14452,0,0,132,3,9,323,0.313286042273292,1,"6936",10.7033525585716
14453,0,1,725.8,25,625,15,0.644839654724091,1,"1689",65.1409941542686
14455,0,0,68,2,4,29,0.293697624846754,1,"8488",13.900452048972
14456,0,0,119,1,1,659,0.284002611476232,1,"7535",5.99542139823774
14457,0,1,74.95,2,4,54,0.29535650176402,1,"1690",16.4107828179285
14459,0,0,159.95,5,25,29,0.34716211743446,1,"2643",17.3971892270709
14460,0,0,165,2,4,337,0.318812475853549,1,"790",10.0888595428349
14461,0,1,39.95,1,1,537,0.260649041814702,1,"1692",8.33467410620261
14464,0,0,253.9,6,36,324,0.379669308615773,1,"4327",13.7493684907653
14466,0,1,77,3,9,57,0.302249901675664,1,"1693",17.3279300129614
14467,0,0,946,7,49,210,0.681934509137503,1,"2751",24.2866399534248
14468,0,0,162.5,5,25,15,0.348704138294445,1,"994",17.7034514999898
14470,0,1,19,1,1,660,0.249782999347025,1,"1694",6.98494140857261
14471,0,0,366,4,16,26,0.42615214988851,1,"4431",18.5402993203182
14472,49.5,0,596.35,14,196,29,0.576712871043651,1,"5517",34.1955744207061
14473,0,1,152,9,81,15,0.365913392482715,1,"1695",25.9235536740265
14475,0,1,107.95,3,9,218,0.308030565501799,1,"1696",14.6192308853687
14476,0,0,165,11,121,15,0.380119123555667,1,"8751",24.241302020415
14477,0,1,118,2,4,336,0.301266249553461,1,"1697",12.020237800215
14478,0,1,155,4,16,657,0.316059496454601,1,"1698",9.29317763645557
14479,0,1,174.9,5,25,5,0.354027491997776,1,"1699",21.6206711243787
14483,0,1,84.2,7,49,75,0.326916050917495,1,"1700",21.1787097892588
14484,0,1,128.5,6,36,135,0.336541353896514,1,"1701",19.2487973339203
14485,0,0,148,2,4,14,0.324085057525009,1,"2537",14.8283396728181
14486,0,0,71.45,4,16,494,0.290929623731052,1,"1216",8.81890810894613
14488,0,0,615.3,19,361,72,0.594699062682003,1,"125",40.9499934715341
14494,0,1,299.5,6,36,382,0.396307819282015,1,"1702",15.975669942142
14495,0,1,44,1,1,58,0.277766040832216,1,"1703",15.1445834801311
14498,0,0,173,3,9,335,0.32847491945575,1,"5277",10.8133156271051
14499,0,1,19.95,1,1,627,0.251128868650046,1,"1704",7.30510896016369
14500,0,0,98,2,4,589,0.28526719602628,1,"1717",6.95512701398962
14501,0,1,99,3,9,118,0.308251290559425,1,"1706",16.3534042064765
14503,0,1,253.6,9,81,151,0.402567517068302,1,"1707",23.6554146650521
14505,0,1,44,1,1,449,0.264866339090194,1,"1708",9.36448549609711
14506,0,1,292.9,7,49,445,0.396784371423517,1,"1709",15.6337693167055
14508,0,1,573.75,14,196,445,0.54991681755786,1,"1710",26.1156922895693
14511,0,0,58,2,4,413,0.277063940864837,1,"7753",8.55322864128026
14512,320.95,0,392,11,121,4,0.47747497807428,1,"6318",27.5852672618279
14513,0,0,370.9,8,64,466,0.434540758956749,1,"4859",13.9251911143188
14514,0,1,68.5,2,4,46,0.293290645717723,1,"1711",16.5028450254583
14516,0,1,620.45,13,169,15,0.584148206997853,1,"1712",39.2862599304832
14517,0,1,473,9,81,36,0.502041811701428,1,"1713",29.8732971194331
14518,0,0,328.25,13,169,478,0.438184151697842,1,"2942",17.5640806682448
14519,152.95,1,965.7,31,961,17,0.72592056083259,1,"1714",86.1151442513876
14521,0,0,896.8,38,1444,539,0.65749636119942,1,"6531",60.0026229748984
14522,0,1,274.7,6,36,596,0.377548419099079,1,"1715",12.1912744802585
14523,0,1,50,1,1,397,0.268616402862532,1,"1716",10.0439716877447
14524,0,0,226.95,8,64,9,0.392012867003056,1,"4413",21.6731183911933
14525,0,1,74.5,3,9,521,0.285279896872434,1,"1717",9.8760290540093
14526,0,1,281,4,16,90,0.387716076179828,1,"1718",19.7615238589154
14527,0,1,167.95,6,36,601,0.334585453811883,1,"1719",11.356971823702
14528,0,0,150.85,6,36,56,0.348311798447218,1,"2142",17.7307460065734
14530,0,1,879.95,22,484,2,0.704663418443303,1,"1720",63.2289077312325
14531,0,1,301,7,49,21,0.417280000884765,1,"1721",25.1918208118165
14532,111,0,129,1,1,13,0.310156860654179,1,"3111",13.8420645939306
14533,0,1,385,9,81,32,0.463792018398139,1,"1722",28.6955553302894
14534,0,0,0,1,1,527,0.247720760204001,1,"1502",6.62794396764471
14536,0,0,37,2,4,181,0.277462555359086,1,"1507",11.3373269481331
14537,0,0,241.5,8,64,23,0.397535088045708,1,"8701",21.5110733831271
14538,0,0,186,5,25,348,0.345424387557233,1,"6525",12.0984328561225
14539,0,1,139,2,4,390,0.307133095336307,1,"1723",11.3894443278124
14540,0,0,70.95,3,9,159,0.296459988771193,1,"2584",12.6302391797667
14541,0,1,847,2,4,218,0.611473997097129,1,"1724",20.9444314109398
14542,0,0,39,2,4,26,0.283388341062329,1,"8091",13.7142167654101
14543,0,0,1032.95,26,676,22,0.755683275978631,1,"3832",66.3479156190466
14544,0,1,131.7,7,49,573,0.326908811714817,1,"1725",12.1972847002123
14546,100.3,1,1221.34,30,900,63,0.805970514697295,1,"1726",88.7507429883807
14548,24.5,1,177,4,16,141,0.343588995775788,1,"1727",17.6073090336485
14549,0,0,95,3,9,380,0.297541823749479,1,"195",9.73305499191891
14550,0,0,71,2,4,644,0.273907376990529,1,"8026",6.34089133980334
14554,0,0,77.9,4,16,160,0.304947488377825,1,"8384",13.4381470074233
14555,0,0,111,4,16,1,0.323131895965674,1,"42",16.5278226248308
14556,29.5,0,53.95,2,4,4,0.289483248393349,1,"3920",14.2039807382579
14557,0,0,668.45,22,484,40,0.620890083873756,1,"5914",48.6025667392768
14559,0,0,53.5,2,4,613,0.268877922516345,1,"5109",6.53707327116397
14560,90.5,0,382.95,12,144,29,0.476686525748745,1,"1516",28.0603877420659
14562,0,0,89,1,1,609,0.27511552723886,1,"7862",6.29209847603681
14564,0,0,59,1,1,607,0.264840371794937,1,"6563",6.1833597073391
14565,0,0,374,5,25,25,0.436230533951485,1,"8921",19.6871732981898
14567,0,1,44.95,1,1,184,0.273897461038769,1,"1729",13.0367042456259
14569,0,1,399,1,1,626,0.394260654045848,1,"1730",9.33526050253376
14570,0,1,42,1,1,442,0.264412925014639,1,"1732",9.43696241788299
14572,0,0,139.9,2,4,2,0.321426004105999,1,"4985",14.9693971222678
14573,0,0,29,1,1,94,0.271343917568195,1,"8152",11.8176463241509
14574,0,0,345,10,100,621,0.427115933547677,1,"7416",12.7350384100921
14575,0,1,59,2,4,28,0.290477170213845,1,"1733",16.7591398268212
14577,0,0,206,7,49,25,0.377357053827216,1,"3650",19.9790505260381
14578,0,0,169,4,16,385,0.331356358198441,1,"228",10.7704650558195
14580,0,1,269.95,5,25,32,0.391827543532653,1,"1735",22.0924147983188
14582,0,0,255.95,9,81,414,0.393037446764441,1,"2559",14.6474196297786
14585,0,0,41.5,3,9,12,0.290864420129938,1,"8807",14.807051612758
14586,0,0,91.95,3,9,130,0.305203262008053,1,"3423",13.2469714937749
14587,0,1,276.9,9,81,16,0.41787734551438,1,"1736",27.6143550569801
14588,0,1,187,5,25,608,0.33606990382295,1,"1737",10.7277566081338
14589,0,1,124.8,4,16,616,0.306205267737837,1,"1738",9.60957803469324
14590,0,0,49,1,1,607,0.261448911577521,1,"2659",6.14185769153715
14591,0,0,195,6,36,603,0.345124807994327,1,"6483",9.38473627637162
14592,92,0,280.15,9,81,597,0.395852596829839,1,"1933",11.9133909915265
14594,0,1,78,2,4,241,0.2900000017818,1,"1740",13.1756154378141
14595,0,0,143.85,6,36,331,0.335233445915251,1,"5944",12.7716846505038
14603,0,0,59,2,4,22,0.290683599595791,1,"83",13.9433202466803
14605,0,0,153,3,9,358,0.319969597069828,1,"37",10.3765015788153
14609,95,0,351.45,8,64,12,0.444826384053233,1,"3056",23.0904566870797
14610,0,0,30.9,2,4,586,0.262048906362377,1,"733",6.67934795559908
14612,0,0,29.95,1,1,581,0.255891679833183,1,"6750",6.28319999822393
14614,0,0,212.5,5,25,397,0.354105751331774,1,"3251",11.5740889338318
14617,0,0,701.85,15,225,8,0.624770082701466,1,"3646",38.3425933914506
14620,0,0,113.95,3,9,570,0.297841808916204,1,"5240",7.69729166381351
14621,0,0,84.9,3,9,570,0.287325808740976,1,"5814",7.55291142678199
14624,0,0,68,2,4,567,0.275422241177149,1,"5622",7.02319535073053
14626,108,1,477.5,12,144,1,0.519172833908748,1,"1742",35.6109552556016
14627,0,0,337.95,8,64,293,0.427487878087498,1,"7051",16.7430658309722
14628,0,0,378,2,4,562,0.395505393267232,1,"6110",8.64663060861277
14630,51.25,0,32,1,1,561,0.257212239197731,1,"7370",6.4656671933026
14633,0,0,154,7,49,125,0.352418702473531,1,"5908",17.3348979040442
14634,0,1,124.5,6,36,264,0.330201971858532,1,"1743",16.5794171177802
14636,0,0,107,3,9,165,0.309563914566825,1,"6129",12.8116301870696
14638,49,0,67,3,9,18,0.299938899948232,1,"101",14.9218890471434
14640,0,0,69.9,2,4,554,0.276519794352341,1,"614",7.15563652108788
14641,0,1,69,1,1,149,0.28352761852919,1,"1744",13.7930304899085
14643,0,0,251.35,8,64,395,0.38684264330971,1,"4967",14.1298247937614
14645,0,0,371,7,49,22,0.447276909634084,1,"8986",21.9228875068172
14646,0,0,185.5,5,25,28,0.357396848087064,1,"5885",17.6693033181601
14648,118,1,281,6,36,61,0.40139467215042,1,"1745",22.6894448130576
14649,0,1,197,5,25,36,0.361721275166442,1,"1746",21.1477154254749
14650,153,1,2650,58,3364,122,0.955749364648973,1,"1747",229.676883709608
14651,0,1,589.5,20,400,20,0.587171559617187,1,"1748",51.2131961733832
14654,0,0,75.75,4,16,193,0.302986611638714,1,"4165",12.8963191080018
14655,0,1,304,13,169,16,0.446741869815417,1,"1749",33.7449791348762
14656,0,1,274,5,25,610,0.370745533625119,1,"1750",11.2876747295708
14657,0,1,50,2,4,41,0.286799492526898,1,"1751",16.4247021548588
14658,0,1,29,1,1,417,0.260817718966461,1,"1752",9.66407910145809
14659,0,0,125.95,4,16,29,0.327846782938282,1,"4877",16.1365312357483
14661,0,1,159,8,64,217,0.356078607962391,1,"1753",19.8633286771665
14663,0,1,129,1,1,211,0.303131115282399,1,"1754",13.2644637929776
14664,0,1,124,3,9,51,0.320081394276554,1,"1755",17.9142710210922
14665,468,0,556.95,15,225,46,0.562190798402651,1,"4911",34.4824014222712
14666,29.5,1,148.4,4,16,553,0.317317479537596,1,"1756",10.5619065411769
14667,0,1,46,2,4,383,0.273874134980072,1,"1757",10.8531299138968
14669,0,1,444.95,12,144,129,0.499608208358177,1,"1758",30.8618516881425
14670,0,1,112.6,5,25,69,0.327165604147046,1,"1760",19.468173427949
14671,0,0,39.5,2,4,128,0.280120308202445,1,"2239",12.121861950371
14672,0,1,24.5,1,1,293,0.263297729135162,1,"1761",11.2654985284518
14673,0,1,107.5,5,25,11,0.327332850399866,1,"1762",20.7086782983037
14675,0,0,69.9,2,4,725,0.270846839274715,1,"1154",5.66829600261982
14676,0,1,342.25,11,121,10,0.455572425240456,1,"1763",31.5726529926909
14677,0,1,279.45,8,64,18,0.413738113171975,1,"1764",26.2712790937085
14679,73,1,143.5,4,16,43,0.334126552828133,1,"1765",19.3107315632088
14680,0,1,219,6,36,16,0.377401764832012,1,"1766",23.0488598847002
14681,0,0,367.55,12,144,670,0.44343339592336,1,"4540",13.5987413678809
14682,0,1,118,2,4,46,0.311551692591521,1,"1767",16.9732920130093
14683,0,1,21.5,1,1,43,0.270434105405878,1,"1768",15.2148953912708
14684,0,1,204.35,15,225,5,0.41100031302744,1,"1769",35.517560051284
14685,0,0,626.45,14,196,13,0.590156420314892,1,"6159",35.2464810993548
14686,0,0,394.75,12,144,179,0.475590203040338,1,"3677",24.1094014813005
14687,0,0,49.9,2,4,553,0.269609269647443,1,"5960",7.07142437531502
14688,0,1,155.5,7,49,154,0.351913044422062,1,"1770",20.1736785947473
14689,0,0,48.85,3,9,3,0.293834795256383,1,"5565",15.0292261167928
14691,0,1,162,3,9,63,0.334270083890045,1,"1771",18.0511449871408
14692,0,1,122.95,3,9,330,0.309640862630127,1,"1772",12.8956188549081
14694,0,1,778,24,576,128,0.661677176275789,1,"1773",58.4999741903526
14697,150,0,1064.55,37,1369,12,0.741574410426173,1,"6207",93.9297021246195
14698,0,1,60,1,1,540,0.26736573105932,1,"1774",8.40967008711412
14699,0,1,69,2,4,381,0.282014347734375,1,"1775",11.0350277262825
14701,0,1,178,2,4,497,0.317951933323402,1,"1777",10.203524569046
14702,0,1,39,1,1,147,0.273056632074202,1,"1778",13.5836067345539
14703,0,0,219,6,36,215,0.369630152240805,1,"2828",15.3324892225629
14704,0,0,50,2,4,238,0.280121675827196,1,"2796",10.6434453477419
14705,137.5,1,813.2,22,484,23,0.679036471906643,1,"1779",60.4473973667486
